"","type","RT","errorStatus","condition","subn"
"12912","go",481,0,"C","52"
"12913","go",399,0,"C","52"
"12914","go",593,0,"C","52"
"12915","go",404,0,"C","52"
"12916","go",522,0,"C","52"
"12917","go",521,0,"C","52"
"12918","go",543,0,"C","52"
"12919","go",588,0,"C","52"
"12920","go",466,0,"C","52"
"12921","go",578,0,"C","52"
"12922","go",678,0,"C","52"
"12923","nogo",2000,0,"C","52"
"12924","go",501,0,"C","52"
"12925","go",427,0,"C","52"
"12926","go",477,0,"C","52"
"12927","go",501,0,"C","52"
"12928","go",435,0,"C","52"
"12929","go",529,0,"C","52"
"12930","go",557,0,"C","52"
"12931","go",500,0,"C","52"
"12932","go",506,0,"C","52"
"12933","go",514,0,"C","52"
"12934","go",535,0,"C","52"
"12935","go",543,0,"C","52"
"12936","go",635,0,"C","52"
"12937","nogo",2000,0,"C","52"
"12938","nogo",2000,0,"C","52"
"12939","go",527,0,"C","52"
"12940","nogo",2000,0,"C","52"
"12941","nogo",2000,0,"C","52"
"12942","nogo",2000,0,"C","52"
"12943","go",768,0,"C","52"
"12944","go",548,0,"C","52"
"12945","go",407,0,"C","52"
"12946","go",482,0,"C","52"
"12947","go",516,0,"C","52"
"12948","go",373,0,"C","52"
"12949","go",441,0,"C","52"
"12950","nogo",2000,0,"C","52"
"12951","go",463,0,"C","52"
"12952","go",487,0,"C","52"
"12953","go",462,0,"C","52"
"12954","go",471,0,"C","52"
"12955","go",393,0,"C","52"
"12956","go",403,0,"C","52"
"12957","nogo",2000,0,"C","52"
"12958","nogo",2000,0,"C","52"
"12959","go",713,0,"C","52"
"12960","go",436,0,"C","52"
"12961","nogo",2000,0,"C","52"
"12962","nogo",2000,0,"C","52"
"12963","go",600,0,"C","52"
"12964","go",435,0,"C","52"
"12965","go",395,0,"C","52"
"12966","go",383,0,"C","52"
"12967","nogo",2000,0,"C","52"
"12968","go",521,0,"C","52"
"12969","nogo",2000,0,"C","52"
"12970","go",475,0,"C","52"
"12971","go",536,0,"C","52"
"12972","go",502,0,"C","52"
"12973","nogo",2000,0,"C","52"
"12974","go",454,0,"C","52"
"12975","go",379,0,"C","52"
"12976","go",428,0,"C","52"
"12977","nogo",2000,0,"C","52"
"12978","go",687,0,"C","52"
"12979","go",587,0,"C","52"
"12980","nogo",2000,0,"C","52"
"12981","go",616,0,"C","52"
"12982","go",413,0,"C","52"
"12983","nogo",2000,0,"C","52"
"12984","go",653,0,"C","52"
"12985","go",462,0,"C","52"
"12986","nogo",2000,0,"C","52"
"12987","go",644,0,"C","52"
"12988","go",619,0,"C","52"
"12989","nogo",2000,0,"C","52"
"12990","go",692,0,"C","52"
"12991","nogo",2000,0,"C","52"
"12992","nogo",2000,0,"C","52"
"12993","nogo",2000,0,"C","52"
"12994","go",718,0,"C","52"
"12995","go",387,0,"C","52"
"12996","nogo",2000,0,"C","52"
"12997","go",899,0,"C","52"
"12998","go",768,0,"C","52"
"12999","go",437,0,"C","52"
"13000","nogo",2000,0,"C","52"
"13001","go",574,0,"C","52"
"13002","go",600,0,"C","53"
"13003","go",383,0,"C","53"
"13004","go",347,0,"C","53"
"13005","go",315,0,"C","53"
"13006","nogo",2000,0,"C","53"
"13007","go",333,0,"C","53"
"13008","go",267,0,"C","53"
"13009","go",267,0,"C","53"
"13010","go",282,0,"C","53"
"13011","go",299,0,"C","53"
"13012","go",260,0,"C","53"
"13013","go",244,0,"C","53"
"13014","go",286,0,"C","53"
"13015","go",287,0,"C","53"
"13016","go",311,0,"C","53"
"13017","go",349,0,"C","53"
"13018","go",284,0,"C","53"
"13019","go",284,0,"C","53"
"13020","go",291,0,"C","53"
"13021","nogo",285,1,"C","53"
"13022","go",522,0,"C","53"
"13023","go",323,0,"C","53"
"13024","go",322,0,"C","53"
"13025","go",337,0,"C","53"
"13026","go",287,0,"C","53"
"13027","go",350,0,"C","53"
"13028","go",373,0,"C","53"
"13029","go",425,0,"C","53"
"13030","go",316,0,"C","53"
"13031","go",347,0,"C","53"
"13032","go",359,0,"C","53"
"13033","go",380,0,"C","53"
"13034","go",345,0,"C","53"
"13035","go",359,0,"C","53"
"13036","nogo",2000,0,"C","53"
"13037","go",499,0,"C","53"
"13038","go",305,0,"C","53"
"13039","nogo",2000,0,"C","53"
"13040","nogo",2000,0,"C","53"
"13041","nogo",2000,0,"C","53"
"13042","go",555,0,"C","53"
"13043","go",413,0,"C","53"
"13044","go",347,0,"C","53"
"13045","nogo",2000,0,"C","53"
"13046","go",381,0,"C","53"
"13047","go",287,0,"C","53"
"13048","nogo",2000,0,"C","53"
"13049","go",444,0,"C","53"
"13050","go",332,0,"C","53"
"13051","go",298,0,"C","53"
"13052","go",297,0,"C","53"
"13053","go",297,0,"C","53"
"13054","go",297,0,"C","53"
"13055","go",322,0,"C","53"
"13056","go",327,0,"C","53"
"13057","go",277,0,"C","53"
"13058","go",302,0,"C","53"
"13059","go",247,0,"C","53"
"13060","go",248,0,"C","53"
"13061","go",329,0,"C","53"
"13062","go",287,0,"C","53"
"13063","go",304,0,"C","53"
"13064","go",289,0,"C","53"
"13065","go",302,0,"C","53"
"13066","nogo",2000,0,"C","53"
"13067","go",380,0,"C","53"
"13068","go",278,0,"C","53"
"13069","go",302,0,"C","53"
"13070","go",342,0,"C","53"
"13071","nogo",2000,0,"C","53"
"13072","go",378,0,"C","53"
"13073","go",307,0,"C","53"
"13074","go",261,0,"C","53"
"13075","go",292,0,"C","53"
"13076","go",339,0,"C","53"
"13077","go",315,0,"C","53"
"13078","nogo",2000,0,"C","53"
"13079","go",958,0,"C","53"
"13080","go",290,0,"C","53"
"13081","go",283,0,"C","53"
"13082","go",299,0,"C","53"
"13083","go",330,0,"C","53"
"13084","go",327,0,"C","53"
"13085","go",278,0,"C","53"
"13086","go",303,0,"C","53"
"13087","go",278,0,"C","53"
"13088","go",304,0,"C","53"
"13089","go",295,0,"C","53"
"13090","go",312,0,"C","53"
"13091","go",286,0,"C","53"
"13092","go",326,0,"C","53"
"13093","go",308,0,"C","53"
"13094","nogo",2000,0,"C","53"
"13095","go",465,0,"C","53"
"13096","go",257,0,"C","53"
"13097","go",293,0,"C","53"
"13098","go",250,0,"C","53"
"13099","go",292,0,"C","53"
"13100","go",323,0,"C","53"
"13101","go",284,0,"C","53"
"13102","go",347,0,"C","53"
"13103","go",433,0,"C","53"
"13104","nogo",2000,0,"C","53"
"13105","go",328,0,"C","53"
"13106","go",325,0,"C","53"
"13107","go",405,0,"C","53"
"13108","go",327,0,"C","53"
"13109","go",325,0,"C","53"
"13110","go",323,0,"C","53"
"13111","go",266,0,"C","53"
"13112","go",283,0,"C","53"
"13113","go",290,0,"C","53"
"13114","go",357,0,"C","53"
"13115","go",314,0,"C","53"
"13116","nogo",2000,0,"C","53"
"13117","nogo",2000,0,"C","53"
"13118","go",504,0,"C","53"
"13119","nogo",2000,0,"C","53"
"13120","nogo",2000,0,"C","53"
"13121","go",565,0,"C","53"
"13122","go",498,0,"C","53"
"13123","go",354,0,"C","53"
"13124","nogo",2000,0,"C","53"
"13125","nogo",2000,0,"C","53"
"13126","go",472,0,"C","53"
"13127","go",340,0,"C","53"
"13128","go",370,0,"C","53"
"13129","go",296,0,"C","53"
"13130","go",327,0,"C","53"
"13131","go",295,0,"C","53"
"13132","go",287,0,"C","53"
"13133","nogo",2000,0,"C","53"
"13134","go",340,0,"C","53"
"13135","go",330,0,"C","53"
"13136","go",351,0,"C","53"
"13137","go",315,0,"C","53"
"13138","go",330,0,"C","53"
"13139","go",304,0,"C","53"
"13140","go",361,0,"C","53"
"13141","go",341,0,"C","53"
"13142","go",330,0,"C","53"
"13143","go",346,0,"C","53"
"13144","nogo",2000,0,"C","53"
"13145","go",356,0,"C","53"
"13146","go",410,0,"C","53"
"13147","nogo",2000,0,"C","53"
"13148","go",489,0,"C","53"
"13149","go",565,0,"C","53"
"13150","go",355,0,"C","53"
"13151","go",353,0,"C","53"
"13152","nogo",2000,0,"C","53"
"13153","nogo",2000,0,"C","53"
"13154","go",632,0,"C","53"
"13155","nogo",2000,0,"C","53"
"13156","go",390,0,"C","53"
"13157","go",446,0,"C","53"
"13158","go",353,0,"C","53"
"13159","go",300,0,"C","53"
"13160","go",294,0,"C","53"
"13161","go",236,0,"C","53"
"13162","go",279,0,"C","53"
"13163","go",282,0,"C","53"
"13164","go",280,0,"C","53"
"13165","go",264,0,"C","53"
"13166","go",265,0,"C","53"
"13167","go",306,0,"C","53"
"13168","go",329,0,"C","53"
"13169","go",311,0,"C","53"
"13170","go",286,0,"C","53"
"13171","go",272,0,"C","53"
"13172","go",296,0,"C","53"
"13173","nogo",256,1,"C","53"
"13174","go",402,0,"C","53"
"13175","go",282,0,"C","53"
"13176","nogo",2000,0,"C","53"
"13177","go",930,0,"C","53"
"13178","go",279,0,"C","53"
"13179","nogo",270,1,"C","53"
"13180","go",343,0,"C","53"
"13181","go",379,0,"C","53"
"13182","go",343,0,"C","53"
"13183","nogo",2000,0,"C","53"
"13184","go",644,0,"C","53"
"13185","go",332,0,"C","53"
"13186","go",337,0,"C","53"
"13187","go",344,0,"C","53"
"13188","nogo",2000,0,"C","53"
"13189","go",435,0,"C","53"
"13190","go",340,0,"C","53"
"13191","nogo",2000,0,"C","53"
"13192","go",320,0,"C","53"
"13193","nogo",2000,0,"C","53"
"13194","go",386,0,"C","53"
"13195","go",332,0,"C","53"
"13196","go",321,0,"C","53"
"13197","nogo",2000,0,"C","53"
"13198","nogo",2000,0,"C","53"
"13199","nogo",2000,0,"C","53"
"13200","go",323,0,"C","53"
"13201","go",363,0,"C","53"
"13202","go",334,0,"C","53"
"13203","go",474,0,"C","53"
"13204","go",499,0,"C","53"
"13205","go",388,0,"C","53"
"13206","nogo",2000,0,"C","53"
"13207","go",373,0,"C","53"
"13208","go",286,0,"C","53"
"13209","nogo",2000,0,"C","53"
"13210","go",291,0,"C","53"
"13211","go",258,0,"C","53"
"13212","go",274,0,"C","53"
"13213","go",276,0,"C","53"
"13214","go",413,0,"C","53"
"13215","go",288,0,"C","53"
"13216","go",330,0,"C","53"
"13217","go",318,0,"C","53"
"13218","go",326,0,"C","53"
"13219","go",340,0,"C","53"
"13220","go",323,0,"C","53"
"13221","nogo",2000,0,"C","53"
"13222","go",421,0,"C","53"
"13223","nogo",2000,0,"C","53"
"13224","go",509,0,"C","53"
"13225","go",363,0,"C","53"
"13226","go",399,0,"C","53"
"13227","go",349,0,"C","53"
"13228","go",330,0,"C","53"
"13229","go",334,0,"C","53"
"13230","nogo",2000,0,"C","53"
"13231","go",521,0,"C","53"
"13232","go",263,0,"C","53"
"13233","go",272,0,"C","53"
"13234","nogo",2000,0,"C","53"
"13235","nogo",2000,0,"C","53"
"13236","nogo",2000,0,"C","53"
"13237","go",381,0,"C","53"
"13238","nogo",273,1,"C","53"
"13239","nogo",2000,0,"C","53"
"13240","go",477,0,"C","53"
"13241","nogo",2000,0,"C","53"
"13242","go",641,0,"C","53"
"13243","nogo",2000,0,"C","53"
"13244","nogo",2000,0,"C","53"
"13245","go",442,0,"C","53"
"13246","go",546,0,"C","53"
"13247","go",446,0,"C","53"
"13248","go",320,0,"C","53"
"13249","nogo",2000,0,"C","53"
"13250","nogo",2000,0,"C","53"
"13251","go",527,0,"C","53"
"13252","go",443,0,"C","54"
"13253","go",333,0,"C","54"
"13254","go",296,0,"C","54"
"13255","go",301,0,"C","54"
"13256","go",332,0,"C","54"
"13257","go",298,0,"C","54"
"13258","go",289,0,"C","54"
"13259","go",266,0,"C","54"
"13260","go",299,0,"C","54"
"13261","go",266,0,"C","54"
"13262","go",259,0,"C","54"
"13263","go",299,0,"C","54"
"13264","go",302,0,"C","54"
"13265","go",268,0,"C","54"
"13266","nogo",2000,0,"C","54"
"13267","go",298,0,"C","54"
"13268","nogo",2000,0,"C","54"
"13269","nogo",2000,0,"C","54"
"13270","go",366,0,"C","54"
"13271","go",346,0,"C","54"
"13272","go",302,0,"C","54"
"13273","go",319,0,"C","54"
"13274","nogo",2000,0,"C","54"
"13275","go",305,0,"C","54"
"13276","go",295,0,"C","54"
"13277","go",321,0,"C","54"
"13278","go",343,0,"C","54"
"13279","go",309,0,"C","54"
"13280","go",323,0,"C","54"
"13281","nogo",2000,0,"C","54"
"13282","nogo",2000,0,"C","54"
"13283","go",324,0,"C","54"
"13284","go",337,0,"C","54"
"13285","go",326,0,"C","54"
"13286","go",340,0,"C","54"
"13287","go",341,0,"C","54"
"13288","go",360,0,"C","54"
"13289","go",325,0,"C","54"
"13290","go",340,0,"C","54"
"13291","nogo",2000,0,"C","54"
"13292","go",336,0,"C","54"
"13293","go",307,0,"C","54"
"13294","go",309,0,"C","54"
"13295","go",298,0,"C","54"
"13296","nogo",2000,0,"C","54"
"13297","go",368,0,"C","54"
"13298","go",290,0,"C","54"
"13299","nogo",2000,0,"C","54"
"13300","go",282,0,"C","54"
"13301","go",343,0,"C","54"
"13302","go",355,0,"C","54"
"13303","go",338,0,"C","54"
"13304","go",288,0,"C","54"
"13305","go",298,0,"C","54"
"13306","go",297,0,"C","54"
"13307","go",305,0,"C","54"
"13308","nogo",2000,0,"C","54"
"13309","go",285,0,"C","54"
"13310","nogo",2000,0,"C","54"
"13311","go",335,0,"C","54"
"13312","go",331,0,"C","54"
"13313","go",298,0,"C","54"
"13314","nogo",2000,0,"C","54"
"13315","go",470,0,"C","54"
"13316","go",238,0,"C","54"
"13317","go",280,0,"C","54"
"13318","go",303,0,"C","54"
"13319","go",289,0,"C","54"
"13320","go",272,0,"C","54"
"13321","go",329,0,"C","54"
"13322","go",335,0,"C","54"
"13323","go",294,0,"C","54"
"13324","go",325,0,"C","54"
"13325","go",323,0,"C","54"
"13326","go",355,0,"C","54"
"13327","go",416,0,"C","54"
"13328","go",348,0,"C","54"
"13329","go",360,0,"C","54"
"13330","nogo",2000,0,"C","54"
"13331","go",475,0,"C","54"
"13332","go",298,0,"C","54"
"13333","go",323,0,"C","54"
"13334","go",312,0,"C","54"
"13335","go",312,0,"C","54"
"13336","go",310,0,"C","54"
"13337","go",333,0,"C","54"
"13338","go",373,0,"C","54"
"13339","go",372,0,"C","54"
"13340","nogo",2000,0,"C","54"
"13341","go",380,0,"C","54"
"13342","go",445,0,"C","54"
"13343","go",358,0,"C","54"
"13344","go",244,0,"C","54"
"13345","go",493,0,"C","54"
"13346","nogo",2000,0,"C","54"
"13347","go",637,0,"C","54"
"13348","go",326,0,"C","54"
"13349","go",274,0,"C","54"
"13350","go",243,0,"C","54"
"13351","nogo",2000,0,"C","54"
"13352","go",314,0,"C","54"
"13353","nogo",352,1,"C","54"
"13354","go",508,0,"C","54"
"13355","go",267,0,"C","54"
"13356","go",300,0,"C","54"
"13357","nogo",2000,0,"C","54"
"13358","go",398,0,"C","54"
"13359","go",307,0,"C","54"
"13360","go",330,0,"C","54"
"13361","go",278,0,"C","54"
"13362","go",312,0,"C","54"
"13363","go",343,0,"C","54"
"13364","go",524,0,"C","54"
"13365","go",442,0,"C","54"
"13366","go",335,0,"C","54"
"13367","go",308,0,"C","54"
"13368","go",307,0,"C","54"
"13369","go",300,0,"C","54"
"13370","nogo",2000,0,"C","54"
"13371","go",305,0,"C","54"
"13372","go",339,0,"C","54"
"13373","go",324,0,"C","54"
"13374","go",314,0,"C","54"
"13375","nogo",2000,0,"C","54"
"13376","go",317,0,"C","54"
"13377","go",285,0,"C","54"
"13378","go",323,0,"C","54"
"13379","go",347,0,"C","54"
"13380","go",359,0,"C","54"
"13381","go",291,0,"C","54"
"13382","go",309,0,"C","54"
"13383","go",317,0,"C","54"
"13384","go",316,0,"C","54"
"13385","go",315,0,"C","54"
"13386","go",298,0,"C","54"
"13387","go",296,0,"C","54"
"13388","go",320,0,"C","54"
"13389","nogo",2000,0,"C","54"
"13390","go",461,0,"C","54"
"13391","go",240,0,"C","54"
"13392","go",286,0,"C","54"
"13393","go",336,0,"C","54"
"13394","go",292,0,"C","54"
"13395","go",308,0,"C","54"
"13396","go",307,0,"C","54"
"13397","go",307,0,"C","54"
"13398","go",332,0,"C","54"
"13399","nogo",2000,0,"C","54"
"13400","go",294,0,"C","54"
"13401","go",291,0,"C","54"
"13402","nogo",2000,0,"C","54"
"13403","go",311,0,"C","54"
"13404","nogo",2000,0,"C","54"
"13405","go",410,0,"C","54"
"13406","nogo",2000,0,"C","54"
"13407","go",280,0,"C","54"
"13408","go",358,0,"C","54"
"13409","go",267,0,"C","54"
"13410","go",284,0,"C","54"
"13411","go",301,0,"C","54"
"13412","go",323,0,"C","54"
"13413","go",316,0,"C","54"
"13414","nogo",2000,0,"C","54"
"13415","go",310,0,"C","54"
"13416","go",338,0,"C","54"
"13417","go",314,0,"C","54"
"13418","go",311,0,"C","54"
"13419","go",301,0,"C","54"
"13420","go",287,0,"C","54"
"13421","go",320,0,"C","54"
"13422","go",286,0,"C","54"
"13423","nogo",2000,0,"C","54"
"13424","go",299,0,"C","54"
"13425","go",281,0,"C","54"
"13426","go",304,0,"C","54"
"13427","nogo",2000,0,"C","54"
"13428","go",310,0,"C","54"
"13429","go",315,0,"C","54"
"13430","go",273,0,"C","54"
"13431","nogo",2000,0,"C","54"
"13432","go",319,0,"C","54"
"13433","go",275,0,"C","54"
"13434","go",291,0,"C","54"
"13435","nogo",2000,0,"C","54"
"13436","nogo",282,1,"C","54"
"13437","go",1287,0,"C","54"
"13438","go",264,0,"C","54"
"13439","go",273,0,"C","54"
"13440","nogo",2000,0,"C","54"
"13441","go",327,0,"C","54"
"13442","nogo",2000,0,"C","54"
"13443","nogo",2000,0,"C","54"
"13444","go",427,0,"C","54"
"13445","go",330,0,"C","54"
"13446","go",313,0,"C","54"
"13447","nogo",2000,0,"C","54"
"13448","go",341,0,"C","54"
"13449","go",329,0,"C","54"
"13450","go",303,0,"C","54"
"13451","go",288,0,"C","54"
"13452","go",304,0,"C","54"
"13453","go",336,0,"C","54"
"13454","nogo",2000,0,"C","54"
"13455","go",315,0,"C","54"
"13456","go",375,0,"C","54"
"13457","nogo",2000,0,"C","54"
"13458","nogo",2000,0,"C","54"
"13459","go",340,0,"C","54"
"13460","go",329,0,"C","54"
"13461","nogo",2000,0,"C","54"
"13462","go",364,0,"C","54"
"13463","nogo",2000,0,"C","54"
"13464","go",531,0,"C","54"
"13465","go",369,0,"C","54"
"13466","go",293,0,"C","54"
"13467","go",322,0,"C","54"
"13468","go",307,0,"C","54"
"13469","go",341,0,"C","54"
"13470","go",320,0,"C","54"
"13471","nogo",2000,0,"C","54"
"13472","nogo",2000,0,"C","54"
"13473","go",439,0,"C","54"
"13474","go",295,0,"C","54"
"13475","go",303,0,"C","54"
"13476","nogo",2000,0,"C","54"
"13477","go",364,0,"C","54"
"13478","nogo",305,1,"C","54"
"13479","go",383,0,"C","54"
"13480","go",339,0,"C","54"
"13481","go",307,0,"C","54"
"13482","go",310,0,"C","54"
"13483","go",320,0,"C","54"
"13484","go",319,0,"C","54"
"13485","go",318,0,"C","54"
"13486","go",374,0,"C","54"
"13487","nogo",2000,0,"C","54"
"13488","go",374,0,"C","54"
"13489","nogo",2000,0,"C","54"
"13490","go",366,0,"C","54"
"13491","nogo",2000,0,"C","54"
"13492","go",462,0,"C","54"
"13493","go",412,0,"C","54"
"13494","go",863,0,"C","54"
"13495","go",520,0,"C","54"
"13496","nogo",2000,0,"C","54"
"13497","go",436,0,"C","54"
"13498","go",436,0,"C","54"
"13499","nogo",5,1,"C","54"
"13500","go",730,0,"C","54"
"13501","nogo",2000,0,"C","54"
"13502","go",523,0,"C","55"
"13503","go",395,0,"C","55"
"13504","go",335,0,"C","55"
"13505","go",327,0,"C","55"
"13506","go",332,0,"C","55"
"13507","go",298,0,"C","55"
"13508","go",296,0,"C","55"
"13509","go",305,0,"C","55"
"13510","go",393,0,"C","55"
"13511","go",466,0,"C","55"
"13512","go",304,0,"C","55"
"13513","go",302,0,"C","55"
"13514","go",314,0,"C","55"
"13515","go",333,0,"C","55"
"13516","go",331,0,"C","55"
"13517","go",367,0,"C","55"
"13518","go",293,0,"C","55"
"13519","go",362,0,"C","55"
"13520","go",379,0,"C","55"
"13521","go",463,0,"C","55"
"13522","go",336,0,"C","55"
"13523","go",314,0,"C","55"
"13524","go",349,0,"C","55"
"13525","go",362,0,"C","55"
"13526","nogo",2000,0,"C","55"
"13527","go",350,0,"C","55"
"13528","go",265,0,"C","55"
"13529","go",335,0,"C","55"
"13530","go",335,0,"C","55"
"13531","go",341,0,"C","55"
"13532","go",372,0,"C","55"
"13533","go",434,0,"C","55"
"13534","go",394,0,"C","55"
"13535","go",430,0,"C","55"
"13536","go",537,0,"C","55"
"13537","go",535,0,"C","55"
"13538","go",396,0,"C","55"
"13539","go",472,0,"C","55"
"13540","go",380,0,"C","55"
"13541","go",373,0,"C","55"
"13542","go",428,0,"C","55"
"13543","go",358,0,"C","55"
"13544","nogo",2000,0,"C","55"
"13545","nogo",289,1,"C","55"
"13546","nogo",2000,0,"C","55"
"13547","go",485,0,"C","55"
"13548","go",332,0,"C","55"
"13549","go",336,0,"C","55"
"13550","go",311,0,"C","55"
"13551","go",326,0,"C","55"
"13552","go",299,0,"C","55"
"13553","go",317,0,"C","55"
"13554","go",275,0,"C","55"
"13555","go",292,0,"C","55"
"13556","go",315,0,"C","55"
"13557","go",347,0,"C","55"
"13558","go",336,0,"C","55"
"13559","go",327,0,"C","55"
"13560","go",308,0,"C","55"
"13561","go",316,0,"C","55"
"13562","nogo",2000,0,"C","55"
"13563","go",561,0,"C","55"
"13564","nogo",2000,0,"C","55"
"13565","go",432,0,"C","55"
"13566","go",583,0,"C","55"
"13567","go",439,0,"C","55"
"13568","go",407,0,"C","55"
"13569","go",339,0,"C","55"
"13570","go",427,0,"C","55"
"13571","go",378,0,"C","55"
"13572","go",360,0,"C","55"
"13573","go",349,0,"C","55"
"13574","go",338,0,"C","55"
"13575","go",354,0,"C","55"
"13576","go",390,0,"C","55"
"13577","go",428,0,"C","55"
"13578","go",357,0,"C","55"
"13579","go",333,0,"C","55"
"13580","go",346,0,"C","55"
"13581","go",349,0,"C","55"
"13582","go",341,0,"C","55"
"13583","go",316,0,"C","55"
"13584","go",346,0,"C","55"
"13585","go",358,0,"C","55"
"13586","go",324,0,"C","55"
"13587","go",283,0,"C","55"
"13588","go",316,0,"C","55"
"13589","go",275,0,"C","55"
"13590","go",354,0,"C","55"
"13591","go",298,0,"C","55"
"13592","nogo",241,1,"C","55"
"13593","go",459,0,"C","55"
"13594","nogo",2000,0,"C","55"
"13595","go",450,0,"C","55"
"13596","go",417,0,"C","55"
"13597","go",342,0,"C","55"
"13598","go",355,0,"C","55"
"13599","go",336,0,"C","55"
"13600","go",341,0,"C","55"
"13601","go",351,0,"C","55"
"13602","nogo",2000,0,"C","55"
"13603","go",432,0,"C","55"
"13604","go",413,0,"C","55"
"13605","nogo",2000,0,"C","55"
"13606","go",373,0,"C","55"
"13607","go",425,0,"C","55"
"13608","go",364,0,"C","55"
"13609","go",439,0,"C","55"
"13610","nogo",2000,0,"C","55"
"13611","go",384,0,"C","55"
"13612","go",355,0,"C","55"
"13613","nogo",2000,0,"C","55"
"13614","nogo",2000,0,"C","55"
"13615","go",544,0,"C","55"
"13616","go",371,0,"C","55"
"13617","nogo",2000,0,"C","55"
"13618","nogo",2000,0,"C","55"
"13619","nogo",2000,0,"C","55"
"13620","go",540,0,"C","55"
"13621","go",375,0,"C","55"
"13622","nogo",2000,0,"C","55"
"13623","go",426,0,"C","55"
"13624","go",379,0,"C","55"
"13625","go",334,0,"C","55"
"13626","go",333,0,"C","55"
"13627","go",363,0,"C","55"
"13628","go",344,0,"C","55"
"13629","nogo",2000,0,"C","55"
"13630","go",412,0,"C","55"
"13631","go",326,0,"C","55"
"13632","go",300,0,"C","55"
"13633","go",308,0,"C","55"
"13634","go",324,0,"C","55"
"13635","go",355,0,"C","55"
"13636","go",376,0,"C","55"
"13637","go",356,0,"C","55"
"13638","go",347,0,"C","55"
"13639","go",350,0,"C","55"
"13640","go",330,0,"C","55"
"13641","go",381,0,"C","55"
"13642","nogo",2000,0,"C","55"
"13643","go",398,0,"C","55"
"13644","go",360,0,"C","55"
"13645","go",315,0,"C","55"
"13646","go",323,0,"C","55"
"13647","go",324,0,"C","55"
"13648","nogo",2000,0,"C","55"
"13649","go",428,0,"C","55"
"13650","go",358,0,"C","55"
"13651","go",325,0,"C","55"
"13652","go",354,0,"C","55"
"13653","go",344,0,"C","55"
"13654","go",348,0,"C","55"
"13655","go",404,0,"C","55"
"13656","go",368,0,"C","55"
"13657","go",339,0,"C","55"
"13658","go",338,0,"C","55"
"13659","go",327,0,"C","55"
"13660","go",348,0,"C","55"
"13661","go",308,0,"C","55"
"13662","go",316,0,"C","55"
"13663","go",338,0,"C","55"
"13664","nogo",2000,0,"C","55"
"13665","go",325,0,"C","55"
"13666","go",415,0,"C","55"
"13667","go",315,0,"C","55"
"13668","go",322,0,"C","55"
"13669","go",404,0,"C","55"
"13670","go",419,0,"C","55"
"13671","go",343,0,"C","55"
"13672","go",324,0,"C","55"
"13673","nogo",2000,0,"C","55"
"13674","go",383,0,"C","55"
"13675","go",307,0,"C","55"
"13676","nogo",306,1,"C","55"
"13677","go",385,0,"C","55"
"13678","go",389,0,"C","55"
"13679","nogo",2000,0,"C","55"
"13680","go",350,0,"C","55"
"13681","go",370,0,"C","55"
"13682","nogo",2000,0,"C","55"
"13683","go",405,0,"C","55"
"13684","nogo",2000,0,"C","55"
"13685","nogo",2000,0,"C","55"
"13686","go",455,0,"C","55"
"13687","nogo",2000,0,"C","55"
"13688","nogo",2000,0,"C","55"
"13689","nogo",2000,0,"C","55"
"13690","go",467,0,"C","55"
"13691","go",385,0,"C","55"
"13692","go",398,0,"C","55"
"13693","go",401,0,"C","55"
"13694","go",389,0,"C","55"
"13695","go",387,0,"C","55"
"13696","go",420,0,"C","55"
"13697","go",399,0,"C","55"
"13698","go",395,0,"C","55"
"13699","go",390,0,"C","55"
"13700","go",348,0,"C","55"
"13701","nogo",2000,0,"C","55"
"13702","nogo",2000,0,"C","55"
"13703","go",498,0,"C","55"
"13704","nogo",2000,0,"C","55"
"13705","go",404,0,"C","55"
"13706","go",358,0,"C","55"
"13707","go",339,0,"C","55"
"13708","go",346,0,"C","55"
"13709","go",342,0,"C","55"
"13710","nogo",2000,0,"C","55"
"13711","go",539,0,"C","55"
"13712","go",373,0,"C","55"
"13713","go",308,0,"C","55"
"13714","go",309,0,"C","55"
"13715","go",330,0,"C","55"
"13716","go",321,0,"C","55"
"13717","go",375,0,"C","55"
"13718","nogo",307,1,"C","55"
"13719","go",411,0,"C","55"
"13720","go",310,0,"C","55"
"13721","nogo",2000,0,"C","55"
"13722","go",402,0,"C","55"
"13723","go",357,0,"C","55"
"13724","go",356,0,"C","55"
"13725","nogo",2000,0,"C","55"
"13726","go",596,0,"C","55"
"13727","go",303,0,"C","55"
"13728","nogo",2000,0,"C","55"
"13729","go",603,0,"C","55"
"13730","nogo",2000,0,"C","55"
"13731","go",585,0,"C","55"
"13732","nogo",2000,0,"C","55"
"13733","go",390,0,"C","55"
"13734","nogo",2000,0,"C","55"
"13735","nogo",2000,0,"C","55"
"13736","nogo",2000,0,"C","55"
"13737","nogo",2000,0,"C","55"
"13738","go",379,0,"C","55"
"13739","go",291,0,"C","55"
"13740","nogo",2000,0,"C","55"
"13741","nogo",2000,0,"C","55"
"13742","go",524,0,"C","55"
"13743","go",360,0,"C","55"
"13744","go",381,0,"C","55"
"13745","nogo",2000,0,"C","55"
"13746","nogo",2000,0,"C","55"
"13747","go",602,0,"C","55"
"13748","nogo",2000,0,"C","55"
"13749","nogo",2000,0,"C","55"
"13750","go",346,0,"C","55"
"13751","go",305,0,"C","55"
"13752","go",540,0,"C","56"
